employee_id,name,age,gender,department,role,join_date,salary_bhd
E01816,Juan Short,56,M,Finance,Finance,2022-09-19,6666.49
E01817,Jennifer Harris,26,F,Operations,Finance,2025-08-09,6037.46
E01818,Steve Fletcher,23,M,Sales,Engineer,2019-09-02,1649.77
E01819,Angel Wheeler,22,F,IT,Engineer,2019-07-19,6170.87
E01820,Thomas Palmer,33,M,Finance,Manager,2024-09-28,2613.77
E01821,Tracey Wood,28,M,HR,Manager,2020-12-29,1479.24
E01822,Kenneth Ford,38,F,Operations,Engineer,2016-10-12,7657.03
E01823,Michael Aguirre,26,M,Finance,Finance,2020-09-20,4029.51
E01824,Ana Ward,45,F,IT,Sales,2017-09-16,6842.61
E01825,Hannah Moore,50,F,Operations,HR,2021-06-13,1041.52
E01826,Melissa Gray,25,F,HR,Sales,2018-06-23,7210.17
E01827,Wendy Andrade,49,M,Sales,Sales,2024-07-10,7078.52
E01828,Dr. Debbie Frank,31,M,Sales,Finance,2022-03-31,2572.11
E01829,Kelly Juarez,50,F,IT,Finance,2024-05-06,4449.46
E01830,Nicole Maxwell,31,M,Finance,Support,2021-12-11,5026.02
E01831,Leah Salazar,26,M,Sales,Sales,2017-07-05,4871.82
E01832,James Barajas,25,F,IT,Manager,2018-07-05,5099.31
E01833,Caitlin Shelton,49,F,Sales,Sales,2018-04-23,5752.03
E01834,Jeffrey Mercer,55,F,Operations,Engineer,2021-12-17,5246.16
E01835,Mary Murray,48,F,HR,Sales,2025-09-14,6790.11
E01836,Justin Chang,56,F,Operations,Finance,2023-01-26,3574.44
E01837,Kevin Lynn,60,F,Finance,Engineer,2018-01-10,6688.29
E01838,Diane Miles,36,M,Operations,Manager,2021-10-14,6955.36
E01839,Steven Johnson,25,F,HR,Support,2019-02-01,5249.34
E01840,Sarah Williams,37,F,IT,Support,2019-02-17,5538.13
E01841,Laurie Palmer,30,F,HR,Engineer,2024-08-30,3077.04
E01842,Jordan Lopez,50,F,Sales,Sales,2022-10-15,5898.51
E01843,Vicki Bates,51,M,Operations,HR,2017-08-16,7963.35
E01844,Robin Phillips,28,F,Finance,Support,2025-04-09,2425.91
E01845,Jamie Owen,31,M,Finance,Engineer,2017-05-05,4880.78
E01846,Linda Lopez,26,M,Sales,Manager,2021-12-15,6433.09
E01847,Kim Little,47,M,HR,Manager,2022-04-11,6970.85
E01848,Joseph Boyle,41,M,Sales,Sales,2024-04-06,6741.61
E01849,Meghan Edwards,34,M,Operations,Engineer,2023-03-23,5758.01
E01850,Julie Garza,55,F,Sales,Support,2022-02-15,3927.71
E01851,Joseph Diaz,50,F,Operations,HR,2018-08-21,3862.02
E01852,Reginald Bennett,59,M,Operations,Manager,2019-02-21,4140.67
E01853,Robert Underwood,23,M,HR,Manager,2024-05-10,1627.25
E01854,Nancy Kane,35,F,Finance,Sales,2023-11-25,1420.19
E01855,Logan Castro,52,M,IT,HR,2025-01-23,4321.03
E01856,Dillon Russell PhD,45,F,HR,HR,2019-01-15,4675.13
E01857,Jake Hester,36,F,Sales,HR,2020-11-03,7757.31
E01858,Rebecca Fisher,59,F,Finance,Manager,2021-05-11,5851.84
E01859,Tricia Cross,50,M,IT,Support,2017-10-06,1135.3
E01860,Jerry Moore,31,M,Sales,Finance,2023-02-16,5149.94
E01861,Lee Sullivan,26,M,Finance,Engineer,2025-04-20,5309.05
E01862,Alexis Roth,56,M,HR,HR,2017-08-09,3934.05
E01863,Jennifer Ford,32,M,IT,HR,2022-12-31,2090.74
E01864,Jesse Farmer,23,F,Sales,Finance,2017-05-06,3434.76
E01865,Joseph Davis,58,F,Finance,HR,2017-07-03,2705.68
E01866,Michael Orr,58,F,Operations,Sales,2019-07-19,5100.03
E01867,Michelle Stevens,41,F,Operations,Engineer,2025-03-21,3992.33
E01868,Scott Frye,34,M,IT,Finance,2024-06-20,3285.94
E01869,Brittany Gonzalez,43,F,Operations,Engineer,2023-06-14,1538.7
E01870,Kyle Rice,49,F,IT,Manager,2025-02-06,2664.64
E01871,Lauren Price,41,M,HR,Engineer,2019-12-18,1095.64
E01872,Tracy Rivera,53,F,HR,HR,2019-12-18,4523.09
E01873,John Joseph,33,F,HR,HR,2024-07-09,4482.47
E01874,Tara Meadows,26,M,Finance,Finance,2023-06-05,5900.06
E01875,Laurie Potter,58,M,Finance,Sales,2021-02-11,3261.05
E01876,Joe Harris,35,M,Operations,Manager,2021-07-10,3155.56
E01877,Nathaniel Brown,26,F,Sales,Manager,2021-04-01,4383.61
E01878,Jennifer Rodriguez,36,F,Finance,Finance,2016-05-11,5006.87
E01879,Mary Bradley,60,M,Operations,Finance,2019-10-30,4706.78
E01880,Michelle Wright,38,M,Operations,Support,2015-10-22,5429.94
E01881,Linda Harmon,52,M,Operations,Support,2019-10-10,7143.75
E01882,Stephanie Hill,48,M,Sales,Finance,2022-03-08,4544.79
E01883,Dennis Hill,50,M,IT,Sales,2021-05-15,3711.17
E01884,Dr. Monica Hensley,60,M,Finance,Sales,2018-05-27,4184.38
E01885,David Cooper,45,F,HR,Engineer,2019-10-31,7173.93
E01886,Samantha Haas,49,M,HR,Manager,2017-12-11,7888.9
E01887,Timothy Singleton,53,M,Sales,Manager,2022-09-28,3665.91
E01888,Austin Levy,41,F,IT,Manager,2019-01-19,7875.48
E01889,Brent Hays,55,F,IT,Engineer,2018-07-01,3418.59
E01890,Brandon Wood,60,F,Sales,Support,2022-04-24,5347.29
E01891,John Jackson,53,F,IT,Finance,2016-03-24,7718.02
E01892,Andrew Palmer,46,F,IT,Finance,2018-04-29,5105.3
E01893,Crystal Coffey,44,F,Finance,Sales,2019-02-25,5698.13
E01894,Christopher Cooke,39,M,Sales,Sales,2017-03-08,3599.69
E01895,Jessica Hanson,36,F,Operations,HR,2022-12-19,7097.6
E01896,Carolyn Parker,39,M,Sales,Support,2023-07-26,4768.19
E01897,Gregory Ortega,43,M,IT,HR,2018-08-12,5011.67
E01898,Carol Johnson,47,M,Finance,Sales,2019-08-29,6342.26
E01899,Courtney Schroeder,31,F,Sales,HR,2019-01-26,3372.43
E01900,Mrs. Julie Bailey DVM,37,M,Finance,Finance,2016-04-16,7866.49
E01901,Joshua Wright,47,M,IT,Engineer,2022-06-18,3997.26
E01902,Rachel Burch,48,F,HR,HR,2018-07-01,7060.76
E01903,Gregory Bishop,35,M,Operations,Manager,2021-02-05,5122.57
E01904,Michael Gibson,53,F,Sales,Manager,2017-10-10,4367.57
E01905,Tina Giles,31,M,Operations,Finance,2017-05-16,4141.77
E01906,Austin Wright,45,F,HR,HR,2018-03-22,1761.6
E01907,Rebecca Garcia,40,F,Operations,Sales,2017-07-25,4616.9
E01908,Shannon Tucker,22,F,HR,Sales,2023-04-10,6500.99
E01909,Angela Jones,36,M,Sales,Finance,2025-01-27,5637.04
E01910,Joanna Hale,22,M,Finance,Finance,2018-07-09,7109.09
E01911,Danielle Charles,43,M,HR,Engineer,2022-02-11,2542.67
E01912,Kimberly Henderson,47,M,Finance,Engineer,2020-12-04,7154.27
E01913,Bradley Moore,37,M,Operations,Manager,2016-08-11,7994.41
E01914,Brandon Salazar,40,M,IT,HR,2022-10-16,1558.63
E01915,Michael Howard,31,F,Operations,Finance,2023-10-25,4420.29
E01916,Jennifer Harris,44,F,Finance,HR,2018-09-04,2028.02
E01917,Brandon Guerrero,40,F,Sales,HR,2020-10-19,3142.04
E01918,Mr. David White,47,F,Finance,Finance,2025-06-18,5384.45
E01919,Sharon Osborn,52,F,IT,HR,2016-03-25,905.87
E01920,Jeffrey Jordan,50,F,Sales,Engineer,2017-06-09,2472.45
E01921,Dr. Rebecca Roy,53,F,HR,HR,2023-10-10,6561.1
E01922,Scott Jenkins,59,F,IT,Finance,2021-04-21,7921.47
E01923,Jennifer George,38,M,Finance,Manager,2015-12-01,4064.06
E01924,Ann Mitchell,58,M,Sales,Finance,2019-06-15,2480.15
E01925,Anthony Berg,34,M,Sales,Support,2021-01-11,5513.52
E01926,Amanda Diaz,55,M,Sales,Manager,2018-12-04,4795.18
E01927,Megan Bell,51,F,Operations,Engineer,2024-12-03,2091.64
E01928,Mary Serrano,57,F,IT,Engineer,2022-01-10,5100.43
E01929,Amber Brown,43,M,Operations,Sales,2024-06-06,7853.84
E01930,Michael Decker MD,50,F,Operations,HR,2023-08-27,5475.9
E01931,Matthew Perry,27,M,Operations,Manager,2019-02-23,4489.24
E01932,Mark Howell,26,M,HR,Engineer,2023-07-21,4701.8
E01933,Cameron Rice,34,F,Sales,Engineer,2025-04-09,5121.5
E01934,Brooke Reyes,46,F,Sales,Engineer,2017-03-30,5435.87
E01935,Eugene Scott,33,F,Sales,Finance,2025-08-17,4153.73
E01936,Andre Kim,29,M,Operations,Engineer,2021-05-16,4493.73
E01937,Tiffany Mccormick,59,F,Finance,Sales,2024-07-27,4565.6
E01938,James Henry,28,M,HR,Sales,2018-12-20,999.6
E01939,Michael Lee,41,M,Sales,Finance,2022-07-01,2153.17
E01940,Mallory Heath,58,F,Operations,Sales,2019-10-28,1021.76
E01941,Colton Webster,25,M,Finance,HR,2016-09-29,4257.71
E01942,Matthew Carr II,26,F,Sales,Finance,2021-05-30,3746.92
E01943,Valerie White,25,F,Sales,Engineer,2020-01-14,5837.44
E01944,Caleb Diaz,37,M,Operations,Support,2018-01-07,6938.55
E01945,James Phillips,35,M,IT,HR,2016-06-17,6318.52
E01946,Anthony Mann,48,F,Sales,Finance,2018-05-13,4270.84
E01947,Joseph Cisneros,38,M,Sales,Support,2021-10-28,7356.34
E01948,Sarah Jones,29,M,Finance,Manager,2019-12-16,1023.61
E01949,Douglas Lopez,47,M,Operations,Finance,2024-06-24,1022.12
E01950,Adam Hall,52,F,HR,Support,2023-09-05,7190.2
E01951,Krista Trevino MD,22,F,IT,Engineer,2017-06-09,7609.55
E01952,Virginia Moore,29,F,Finance,Support,2022-09-16,3253.22
E01953,Tracy Harrell,36,F,HR,Manager,2017-04-15,6315.42
E01954,Patricia Fowler,31,M,Finance,Support,2017-05-11,1360.5
E01955,Cody Malone,30,M,Sales,Engineer,2020-06-20,4296.88
E01956,Michael Marshall,22,F,Operations,Support,2017-03-20,5504.11
E01957,Kelly Flynn,52,F,HR,Manager,2021-09-19,5384.67
E01958,Sarah Moore,55,M,IT,Finance,2020-09-11,7504.11
E01959,Joshua Ramsey,22,F,Operations,Finance,2018-03-26,4371.9
E01960,Adam Martinez,24,M,Sales,Support,2018-04-22,3982.22
E01961,Jose Lloyd,25,M,Sales,Finance,2021-04-22,5678.39
E01962,John Adkins,29,F,Finance,Support,2016-09-02,1033.1
E01963,Misty Morrison,34,M,HR,Manager,2025-05-20,2459.56
E01964,Stephanie Smith,34,M,Sales,Support,2019-10-04,7471.8
E01965,Jose Allison,39,F,HR,Support,2018-06-30,7383.61
E01966,David Yates,57,M,IT,Manager,2016-05-03,2281.59
E01967,Ashley Roberts,48,M,Finance,Manager,2017-01-15,3040.37
E01968,Mike Lopez,55,M,Finance,Sales,2022-02-17,7941.77
E01969,Billy Anderson,29,F,Finance,HR,2018-05-16,1532.82
E01970,Kelly Fitzgerald,46,M,Operations,Engineer,2025-05-27,6342.89
E01971,Jennifer Miller,33,M,HR,Manager,2024-02-09,6955.51
E01972,Mark Hayes,46,F,HR,HR,2024-08-11,7801.91
E01973,Adam Roberts,55,M,Sales,Support,2018-03-12,2608.46
E01974,Elizabeth White,43,F,Operations,Sales,2023-01-19,4185.95
E01975,Matthew Smith,40,M,Operations,Engineer,2023-09-04,3674.35
E01976,Karen Howard MD,37,M,Sales,Engineer,2019-04-22,3837.78
E01977,Matthew Jones,49,F,IT,Engineer,2019-09-11,5079.34
E01978,Jill Page,49,F,Operations,Support,2021-06-03,4544.99
E01979,Kristen Butler,35,M,Finance,HR,2019-09-07,4763.94
E01980,Nathaniel Dennis,37,M,IT,HR,2015-12-26,874.91
E01981,Dustin Andersen,49,F,Operations,Sales,2017-06-01,916.69
E01982,Daniel Ortiz,38,F,Finance,Engineer,2020-02-05,4275.13
E01983,David Taylor,25,M,Sales,HR,2018-01-09,6527.32
E01984,William Smith,23,M,IT,Engineer,2019-04-25,3582.2
E01985,Krista Lee,36,F,IT,Sales,2017-02-17,6269.74
E01986,Travis Mack,60,M,HR,Sales,2021-10-10,7894.87
E01987,Richard Wright,28,M,Operations,Engineer,2025-06-24,1652.14
E01988,Russell Lang,35,M,Sales,Finance,2023-04-28,6754.39
E01989,Taylor Evans,29,F,Sales,Support,2016-01-16,3391.59
E01990,Katherine Tran,32,M,HR,Sales,2020-02-12,5133.87
E01991,Mario Thomas,52,M,Finance,Engineer,2021-11-13,7038.1
E01992,Heather Torres,56,M,HR,Support,2023-10-15,2250.46
E01993,Kyle Sanders,59,M,HR,Sales,2024-09-27,4390.29
E01994,Mark Herrera,26,M,Finance,Support,2021-11-04,6950.41
E01995,David Williams,26,F,Operations,Sales,2022-08-09,1273.65
E01996,Kathleen Fox,41,M,HR,Finance,2016-01-14,4919.33
E01997,Kimberly Jones,48,M,HR,Manager,2024-10-26,2139.32
E01998,Kristen Cox,32,M,HR,Engineer,2022-02-27,2911.84
E01999,Diane Johnson,52,F,HR,Support,2020-08-16,2676.18
E02000,Jamie Davis,58,F,HR,Manager,2019-07-16,6149.63
E02001,Mandy Davis,59,M,Finance,Engineer,2022-03-13,3613.96
E02002,Michael Harrell,47,M,IT,Engineer,2025-05-12,7393.94
E02003,Suzanne Freeman,38,F,Sales,Sales,2016-09-22,2778.61
E02004,Rhonda Simpson,54,M,Operations,Support,2023-06-26,2675.09
E02005,Benjamin Jackson,42,F,Finance,Finance,2022-10-18,1245.32
E02006,Jessica West,56,M,IT,Manager,2022-07-15,3308.27
E02007,Ricardo Jackson,55,M,Sales,HR,2018-03-02,4115.92
E02008,Dillon Hubbard,47,F,IT,Manager,2019-12-06,5203.66
E02009,Jenna Evans,35,M,Operations,HR,2015-11-24,3730.9
E02010,Kristen Walker,24,M,HR,Engineer,2016-08-07,5599.19
E02011,Abigail Wood,37,M,Finance,Finance,2023-10-19,5139.38
E02012,Robin Jimenez,24,M,HR,Manager,2021-08-20,7712.41
E02013,Christopher Moreno,36,M,IT,HR,2019-12-16,2303.02
E02014,Betty Watts,41,F,Sales,Manager,2025-05-13,5938.85
E02015,Whitney Ross,45,F,HR,HR,2022-01-28,6212.53
E02016,Ryan Wilson,55,F,IT,Support,2018-06-03,3119.86
E02017,Robert Lloyd,31,F,Operations,Engineer,2024-03-04,3859.36
E02018,Brenda Contreras,53,F,Operations,Manager,2020-04-08,4954.2
E02019,Joshua Moore,52,M,Finance,HR,2016-01-19,5328.62
E02020,Mrs. Vanessa Bryan,40,M,Sales,Engineer,2018-04-02,3314.0
E02021,Jonathan Mendez,27,F,Operations,Engineer,2023-10-26,6986.5
E02022,Brooke Williams,35,M,Sales,Engineer,2017-07-26,4466.56
E02023,Sara Pierce,34,F,IT,Support,2016-08-27,6789.74
E02024,Derrick Barnes,35,M,Sales,HR,2018-11-05,6516.34
E02025,Michael Bennett,22,F,Sales,Support,2018-07-21,3557.16
E02026,Valerie Peters,28,F,Finance,HR,2016-12-19,5960.02
E02027,Alan Jenkins,31,F,Finance,Finance,2021-04-09,2131.28
E02028,Sandra Ramirez,47,F,IT,Sales,2017-02-01,1011.01
E02029,Darren Silva,45,F,Operations,Finance,2024-09-18,2520.42
E02030,Amy Allen,41,F,IT,Manager,2020-09-14,5935.69
E02031,Adriana Gibbs,32,M,Sales,Support,2017-01-21,7672.08
E02032,Madison Pope,32,M,Finance,HR,2018-05-04,2100.1
E02033,Yolanda Reed,51,M,IT,Engineer,2018-11-30,2619.67
E02034,Melinda Gonzales,27,M,HR,Engineer,2016-02-12,3335.22
E02035,Joseph James,47,F,HR,Support,2021-07-21,1203.27
E02036,Christopher Maldonado,58,M,IT,Support,2020-06-17,4392.5
E02037,Charles Good,50,F,Finance,Finance,2023-10-06,5780.96
E02038,Denise Obrien,45,M,IT,Finance,2017-01-31,6408.93
E02039,Vicki Maldonado,40,F,HR,HR,2021-12-31,2939.5
E02040,Kevin Shaw,60,M,HR,HR,2024-08-28,1264.7
E02041,Robert Walker,58,M,Sales,Finance,2023-07-20,5356.7
E02042,Carl Johnson,30,M,IT,Support,2022-08-18,1003.92
E02043,Jason Jackson,41,F,Sales,HR,2017-09-19,4909.68
E02044,Sherry Guerra,31,M,Operations,Engineer,2024-10-17,5797.88
E02045,Timothy Daniel,26,F,Finance,HR,2018-07-03,7128.3
E02046,Pamela Lee,37,F,Sales,Manager,2020-02-14,7557.41
E02047,Raven Thompson,47,F,Sales,Engineer,2022-12-15,3125.77
E02048,John Wheeler,59,M,Sales,HR,2016-03-15,7274.06
E02049,Jose Miller,39,M,HR,Finance,2022-11-10,802.02
E02050,Bryan Gomez,34,M,HR,Finance,2023-10-11,3047.17
E02051,James Young,58,F,IT,Sales,2017-03-22,4471.0
E02052,Rebecca Long,29,M,HR,Support,2023-09-15,6875.92
E02053,Patricia Cervantes,27,M,HR,Finance,2023-03-26,6855.87
E02054,Patrick Owens,57,F,IT,Manager,2021-03-13,6769.58
E02055,Nicholas Moore,42,M,Finance,HR,2022-07-26,7647.07
E02056,Ryan Clark,44,M,Finance,HR,2018-04-13,5645.04
E02057,Suzanne Perez,24,F,HR,Engineer,2024-12-06,7748.52
E02058,Michael Wiley,43,M,Finance,Support,2025-03-19,5148.69
E02059,Heather Irwin,36,M,Finance,Finance,2025-08-13,1036.79
E02060,Steven George,42,M,Operations,Manager,2016-04-03,5265.16
E02061,Corey Shannon,55,F,Finance,Manager,2025-03-18,3673.32
E02062,Eileen Hill,34,M,Finance,Engineer,2022-11-26,3340.83
E02063,Julie Bond,57,F,Sales,Finance,2024-02-14,5668.34
E02064,Rebecca Martinez,60,M,IT,HR,2016-01-06,5485.78
E02065,Marilyn Peterson,45,F,Sales,Support,2022-11-05,2398.38
E02066,Yolanda Alvarez,40,M,Operations,Manager,2016-02-19,4044.93
E02067,Michael Boyd,44,M,Operations,HR,2019-12-06,5154.75
E02068,Adrian Gaines,33,F,IT,Manager,2022-07-07,6231.5
E02069,Robin Harrell,45,M,HR,HR,2022-02-19,2589.7
E02070,Kara Yang,25,F,IT,Support,2017-12-11,2080.53
E02071,Shannon Benton,28,M,Sales,Sales,2025-04-11,6930.35
E02072,Mr. Bobby Medina,50,M,Sales,Finance,2024-04-18,4056.3
E02073,Brandy Hammond,56,M,Sales,Sales,2025-06-04,2903.74
E02074,Jesse Martinez,27,M,Finance,Sales,2024-12-28,3546.12
E02075,Elijah Gordon,56,F,Sales,Manager,2025-09-07,6502.58
E02076,Jason Booker,29,M,Operations,Sales,2019-07-05,4748.76
E02077,Randall Bailey,60,F,Sales,Support,2018-09-08,7281.43
E02078,Jeremy Bonilla,55,M,Finance,Support,2019-10-25,4019.85
E02079,Frank Lee,23,M,Operations,Sales,2022-12-04,4252.2
E02080,Kevin Riggs,41,F,Operations,Support,2018-10-15,3297.85
E02081,Kathy Baker,49,F,Finance,Finance,2023-08-18,3255.61
E02082,Rebecca Dunn,49,M,IT,Engineer,2024-02-13,4198.0
E02083,Kevin Brown,23,M,HR,Support,2021-07-09,869.88
E02084,Chad Evans,30,F,HR,Sales,2021-01-26,4614.92
E02085,Mark Johnson,53,F,IT,Engineer,2019-05-06,1078.03
E02086,Heather Thompson,36,F,HR,HR,2020-11-19,4891.1
E02087,Tara Wilson,45,M,Finance,Manager,2016-12-10,2608.0
E02088,Wanda Ford,26,M,Sales,Manager,2023-08-19,3281.48
E02089,Anthony Jimenez,30,M,Sales,Sales,2018-01-16,7193.09
E02090,Traci Garcia,36,M,Finance,Support,2021-09-26,3743.18
E02091,Emily Murphy,29,F,HR,Finance,2021-05-03,2721.6
E02092,Timothy Herrera,29,F,HR,Finance,2017-11-10,4409.57
E02093,Jacob Leonard,28,M,Finance,Sales,2018-04-14,2928.07
E02094,Alexandria Meyer,30,F,Sales,Sales,2022-04-14,2701.88
E02095,Jasmine Orr,54,F,Finance,Sales,2016-08-06,4021.56
E02096,John Wagner,58,F,Sales,Support,2017-12-28,2877.89
E02097,John Brown,57,M,HR,HR,2018-11-24,1576.11
E02098,Regina Collins,34,M,Operations,HR,2018-02-09,6633.24
E02099,Gabriel Lee,25,F,IT,Finance,2017-10-13,5664.87
E02100,Mr. Michael Clark,46,F,Finance,HR,2020-05-19,2992.37
E02101,Matthew Jimenez,24,M,IT,Support,2025-01-20,1561.54
E02102,Chelsea Horton,60,F,Finance,Sales,2019-09-04,7270.55
E02103,Jeffrey Gray,53,M,HR,Manager,2022-03-15,3368.82
E02104,Jessica Pineda,32,F,Operations,Support,2019-06-20,2881.54
E02105,Michael Robinson,35,F,Operations,Manager,2018-08-27,4528.87
E02106,Todd Everett,42,F,Finance,Finance,2020-05-12,3709.92
E02107,Carolyn Barr,32,M,Sales,Engineer,2017-07-01,5775.97
E02108,Erika Drake,31,F,Finance,Engineer,2015-11-10,3132.8
E02109,John Gould II,52,M,Sales,Engineer,2016-04-21,3689.76
E02110,Todd Hernandez,60,M,Finance,Engineer,2023-02-06,7461.32
E02111,Anthony Moore,35,F,Operations,Sales,2022-05-05,3426.7
E02112,Jonathan Young,46,F,Sales,Manager,2017-04-27,1164.07
E02113,Sarah Robbins,32,M,HR,Engineer,2016-08-22,1061.51
E02114,Jordan Hammond,59,F,Finance,Engineer,2022-03-27,5896.25
E02115,Paul Hendricks,24,M,Finance,Support,2021-11-30,947.46
E02116,Tina Smith,60,M,HR,Finance,2019-11-20,2512.74
E02117,Mark Barnett,40,M,Finance,Finance,2024-02-06,6554.07
E02118,David Johnston,30,M,Operations,HR,2021-03-28,1683.8
E02119,Lisa Michael,28,M,Operations,Manager,2021-10-23,6890.56
E02120,Erin English,40,M,IT,Manager,2019-07-03,3658.62
E02121,John Hudson,47,M,Finance,Manager,2018-03-21,833.81
E02122,Ronald Aguilar,24,F,Operations,Finance,2025-05-30,2728.32
E02123,Jeffrey Washington,34,F,Finance,Support,2021-01-27,5744.05
E02124,Brenda Kidd,56,F,Operations,Sales,2025-07-15,2857.14
E02125,Donna West,58,F,HR,Sales,2017-10-22,6782.19
E02126,Kaitlyn Robertson,28,F,Sales,Engineer,2025-05-28,6438.06
E02127,Brandon Norris DDS,38,M,Finance,Engineer,2024-09-17,3347.65
E02128,Katherine Calderon,32,M,Finance,Sales,2021-12-02,6642.45
E02129,Steven Gill,55,M,HR,Support,2016-01-31,1009.33
E02130,Nicholas Park,46,M,Sales,Sales,2022-10-20,6335.26
E02131,Kaitlyn Patterson,44,F,Operations,Finance,2018-05-01,5100.33
E02132,Rebecca Bell,36,F,Finance,Support,2025-01-02,3372.91
E02133,Michael Hernandez,41,M,Operations,HR,2022-03-08,1777.47
E02134,Allison Riggs,29,F,IT,Engineer,2023-04-20,1415.82
E02135,Shannon Brown,28,F,HR,Engineer,2024-11-10,2430.81
E02136,Jeremy Brooks,24,F,HR,Manager,2020-12-11,4183.83
E02137,Mary Palmer,40,F,Operations,Support,2018-07-08,6686.03
E02138,Joanna Thompson,55,M,Operations,HR,2017-09-11,3027.65
E02139,Juan Jones,30,F,Sales,Manager,2025-08-22,4408.04
E02140,Charles Green,36,M,Operations,Manager,2021-11-09,6852.46
E02141,Mark Gardner,40,M,IT,HR,2020-11-24,3831.77
E02142,Sharon Rice,59,F,HR,Support,2022-04-06,1843.64
E02143,Patricia Robinson,30,F,Operations,Finance,2022-02-07,4054.53
E02144,Debra Miles,33,M,Sales,Manager,2021-04-08,4281.14
E02145,Kevin Powers,60,M,Finance,Support,2025-04-14,3711.23
E02146,Latoya Skinner,23,F,IT,HR,2024-06-21,3405.37
E02147,Michelle Savage,51,M,Operations,Manager,2021-11-05,5148.11
E02148,Rebecca Sellers,25,F,IT,Support,2024-10-13,4709.48
E02149,Raymond Wagner,51,M,IT,Support,2024-01-06,4767.74
E02150,Carrie Arnold,22,M,Finance,Support,2024-01-08,1215.63
E02151,Miss Abigail Beard,56,M,Operations,Finance,2017-02-11,2584.64
E02152,Alexandra Howard,37,M,Operations,HR,2019-03-05,1368.88
E02153,Evan Davis,29,M,Operations,Sales,2022-12-01,3507.17
E02154,Michelle Mercado,46,F,HR,Sales,2017-12-29,4795.96
E02155,Tammy Goodwin,27,M,Operations,Engineer,2021-10-14,4031.21
E02156,Megan Bridges,36,F,Sales,Support,2024-03-07,845.48
E02157,Terry Wilkinson,49,F,IT,Finance,2021-05-23,2501.17
E02158,Dalton Burns,40,F,HR,Finance,2016-07-23,1407.71
E02159,Corey Clayton,40,M,IT,Manager,2018-06-17,2013.75
E02160,Andrew Lee,54,F,Operations,Finance,2017-03-24,2122.65
E02161,Joshua Garcia,43,F,Finance,HR,2016-05-11,4604.07
E02162,Barbara Wilson,38,M,Sales,HR,2025-02-21,956.51
E02163,Brittany Pacheco,37,M,Sales,Finance,2021-04-19,6779.24
E02164,Theresa Morgan,42,M,IT,Finance,2020-01-16,3295.48
E02165,Larry Stevens,22,M,IT,Sales,2017-06-14,5158.66
E02166,Matthew Simmons,54,F,HR,HR,2025-05-16,7555.5
E02167,Megan Rivera,53,M,IT,Sales,2023-03-01,7858.1
E02168,Kim Brooks,33,F,HR,HR,2025-06-28,824.49
E02169,Mark King,37,M,Operations,Finance,2023-11-15,5987.28
E02170,Kelly Mitchell,47,F,HR,Finance,2022-05-06,7996.07
E02171,Andrew Clark,47,M,IT,Manager,2024-04-28,4654.7
E02172,Dawn Smith,26,F,Operations,Sales,2019-09-27,7153.27
E02173,Paul Cuevas,22,F,IT,Finance,2022-10-10,7281.46
E02174,Bradley Miller,46,M,IT,Sales,2016-07-20,5114.0
E02175,Gary Dodson,59,M,HR,Finance,2021-04-09,5519.34
E02176,Tommy Jones,51,M,HR,Support,2017-06-03,2078.3
E02177,Rebecca Rogers,44,F,Sales,Manager,2019-09-26,7249.96
E02178,Sarah Williams,58,F,Operations,Manager,2021-07-08,4503.85
E02179,Toni Jones,38,M,IT,Finance,2016-01-09,7073.03
E02180,Emily Mueller,35,M,Finance,Sales,2024-10-10,5722.33
E02181,Mary Carter,25,M,Sales,Support,2017-08-07,5349.54
E02182,Julie Anderson,37,F,Sales,HR,2023-07-06,4526.66
E02183,Scott Smith,47,M,Sales,Engineer,2021-02-12,2634.57
E02184,Allison Boyd,26,F,HR,Manager,2018-09-27,6010.75
E02185,William Soto,48,M,Sales,Sales,2020-11-27,2364.02
E02186,Travis Jackson,49,F,IT,Finance,2018-03-03,7963.76
E02187,Courtney Lucas,55,M,Sales,HR,2020-08-29,5467.54
E02188,Diana Harvey,48,M,HR,Engineer,2019-04-21,1064.87
E02189,James Garcia,27,F,Operations,HR,2022-06-28,1503.98
E02190,Russell Lewis,53,F,HR,Support,2024-09-05,2113.64
E02191,Joshua Smith,31,M,Sales,Finance,2019-02-17,4169.64
E02192,Mary Roberts,38,M,Operations,Engineer,2017-02-22,4680.71
E02193,Danielle Rose,60,F,HR,Finance,2019-02-16,3652.17
E02194,Zachary Macdonald,38,M,HR,Finance,2025-09-18,1934.95
E02195,Scott Doyle,38,M,Sales,Support,2023-11-09,6997.74
E02196,Jacob Lang,46,M,Sales,Finance,2016-01-03,3090.93
E02197,April King,58,F,Sales,Manager,2020-02-10,1813.01
E02198,Willie Martin,56,M,HR,Manager,2021-09-10,6648.9
E02199,Tamara Warren,47,M,IT,Finance,2023-11-19,2359.53
E02200,Alexa Davis DDS,39,M,Operations,Support,2018-11-26,2472.84
E02201,Chelsea Shannon,38,F,Finance,Sales,2024-05-20,2162.97
E02202,Daniel Garza,52,M,Sales,Support,2023-01-14,1433.63
E02203,Lisa Yates,57,F,Operations,Manager,2022-06-11,6148.99
E02204,Tiffany Baxter,50,F,Sales,Sales,2022-04-30,2015.47
E02205,Robert Huber,27,F,Operations,Manager,2016-06-30,5673.51
