customer_id,name,age,gender,city,preferred_channel,loyalty_score,historical_engagement
C01945,Mark Ward,39,F,Muharraq,Call,0.9,93
C01946,Mary Jenkins,47,F,Riffa,SMS,0.28,56
C01947,Molly Rodriguez,47,M,Isa Town,SMS,0.03,49
C01948,Megan Hoffman,25,F,Manama,SMS,0.6,42
C01949,Justin Brewer,64,F,Riffa,Call,0.01,49
C01950,Joshua Padilla,47,F,Isa Town,SMS,0.5,2
C01951,Jessica Santiago,33,F,Isa Town,SMS,0.95,74
C01952,David Hansen,33,M,Manama,SMS,0.31,100
C01953,Terry Young,21,M,Manama,App,0.68,56
C01954,Alexis Dixon,22,M,Riffa,Email,0.74,25
C01955,Michael Bradley DDS,50,F,Isa Town,Call,0.9,13
C01956,David Johnson,34,M,Riffa,Call,0.15,18
C01957,Peter Mann,33,F,Isa Town,SMS,0.8,87
C01958,Sophia Hernandez,51,M,Manama,App,0.95,96
C01959,Zachary Ford,54,F,Riffa,Email,0.09,81
C01960,Mary Sanchez,63,M,Isa Town,App,0.72,78
C01961,Mary Wright,64,M,Muharraq,App,0.15,100
C01962,Christopher Solis,22,M,Muharraq,App,0.1,94
C01963,Matthew Roberts,42,M,Manama,SMS,0.11,18
C01964,Robert Watkins,63,M,Muharraq,App,0.54,0
C01965,Nancy Clarke,22,M,Manama,SMS,0.05,79
C01966,Mitchell Bennett,35,F,Riffa,SMS,0.15,98
C01967,Brian Murphy,60,M,Manama,App,0.67,94
C01968,Dr. Eugene Reed DVM,48,F,Isa Town,App,0.99,90
C01969,Randy Woods,56,M,Riffa,App,0.44,99
C01970,Kerry Carter,47,M,Riffa,App,0.07,50
C01971,Douglas Rosales,43,M,Riffa,SMS,0.22,94
C01972,Charles Luna,43,M,Muharraq,SMS,0.78,62
C01973,Autumn Martinez,20,F,Isa Town,Call,0.0,19
C01974,Jeremy Davis,40,M,Riffa,Call,0.41,75
C01975,Christopher Wallace,18,M,Manama,Email,0.74,54
C01976,Emily Khan,30,M,Riffa,SMS,0.26,12
C01977,Dr. David Hall,39,F,Riffa,Email,0.22,46
C01978,Kristen Phillips,18,F,Muharraq,App,0.75,11
C01979,Mark Martinez,64,F,Riffa,Email,0.53,95
C01980,Mrs. Rebecca Hall,61,F,Muharraq,Email,0.97,23
C01981,Douglas Lawson,46,F,Manama,SMS,0.43,73
C01982,Deborah Howe,20,F,Muharraq,App,0.27,62
C01983,Michael Franklin,46,M,Riffa,Call,0.32,14
C01984,Bradley Simon,30,M,Manama,SMS,0.93,75
C01985,Megan Newman,65,M,Muharraq,Call,0.3,47
C01986,Cynthia Cordova,41,F,Manama,SMS,0.01,30
C01987,Thomas Mcknight,29,M,Manama,SMS,0.18,6
C01988,Donna Brown,27,F,Muharraq,App,0.33,67
C01989,Robert Watson,30,F,Manama,SMS,0.64,80
C01990,Cody Cook,60,F,Muharraq,App,0.65,35
C01991,Juan Edwards,48,F,Manama,SMS,0.03,45
C01992,Thomas Dawson,39,F,Muharraq,App,0.85,17
C01993,Kayla Smith,52,M,Manama,App,0.74,100
C01994,Debra Watts,47,M,Riffa,SMS,0.17,65
C01995,Sandra Perkins,52,F,Muharraq,SMS,0.78,55
C01996,James Sanford,22,M,Muharraq,App,0.36,86
C01997,Jason Curtis,22,F,Riffa,Email,0.93,65
C01998,Kelly Johnson,53,F,Muharraq,Call,0.39,12
C01999,Annette Franklin,64,M,Riffa,Call,0.42,81
C02000,Timothy Hoffman,23,F,Riffa,App,0.99,9
C02001,Jackson Jones,21,M,Isa Town,Call,0.48,22
C02002,Abigail Webb,31,F,Isa Town,Call,0.58,48
C02003,Mrs. Jessica Jones,22,M,Muharraq,Call,0.16,92
C02004,Kim Simpson,54,F,Riffa,Email,0.02,96
C02005,Claudia Murphy,64,F,Isa Town,App,0.81,97
C02006,Jillian Wheeler,21,M,Manama,App,0.1,29
C02007,Michelle Erickson,39,F,Manama,Call,0.98,63
C02008,Haley Huff MD,38,M,Muharraq,App,0.83,11
C02009,Jose Keller,25,M,Manama,App,0.44,45
C02010,Andrea Morrison,32,F,Muharraq,SMS,0.48,90
C02011,Brandi Lawrence,19,M,Riffa,Call,0.85,17
C02012,Phyllis Wilson,30,M,Riffa,App,0.36,95
C02013,Pamela Adams,49,M,Muharraq,SMS,0.23,91
C02014,Anna Knox,29,F,Riffa,Email,0.02,88
C02015,James Wolf,19,M,Riffa,Call,0.45,5
C02016,Sherri Jackson,40,F,Muharraq,Call,0.96,69
C02017,Adam Moore,26,F,Isa Town,Email,0.92,30
C02018,Sarah Ford,34,F,Manama,Email,0.19,40
C02019,Lisa Foley,26,M,Isa Town,SMS,0.96,37
C02020,Mary Rosario,18,F,Isa Town,Email,0.19,74
C02021,Roger Fields,57,M,Riffa,App,0.53,95
C02022,Matthew Bennett,53,F,Isa Town,Email,0.29,17
C02023,Justin Monroe,40,M,Riffa,SMS,0.89,15
C02024,Patty Santiago,28,F,Isa Town,SMS,0.65,63
C02025,Allison Robinson,64,M,Manama,Email,0.96,33
C02026,Eric Lopez,58,M,Muharraq,SMS,0.35,92
C02027,Virginia Rogers,22,M,Muharraq,App,0.86,83
C02028,Dawn Ellis,36,M,Muharraq,App,0.63,6
C02029,Amanda Rose,18,F,Riffa,App,0.09,24
C02030,Stephen Jimenez,33,F,Manama,Email,0.36,36
C02031,Raven Washington,39,F,Manama,SMS,0.13,70
C02032,Nicole Cruz,48,M,Riffa,Call,0.78,88
C02033,Katherine Mann,39,F,Riffa,Email,0.98,25
C02034,Nathan Johnson,61,M,Riffa,Call,0.96,72
C02035,Katherine Brown,61,F,Muharraq,Email,0.78,55
C02036,Alyssa Cobb,25,M,Isa Town,App,0.13,65
C02037,Lisa Gonzalez,60,F,Manama,Call,0.24,12
C02038,Philip Bradshaw,21,M,Isa Town,App,0.15,84
C02039,Jason Shea,36,F,Riffa,SMS,0.85,74
C02040,James Hale,53,M,Manama,App,0.62,24
C02041,Christopher Luna,62,M,Riffa,Email,0.32,97
C02042,Kelly Collins,20,M,Muharraq,SMS,0.46,62
C02043,Justin Wright,53,F,Riffa,Email,0.55,81
C02044,Brian Lawrence,62,M,Muharraq,App,0.09,61
C02045,Thomas Harris,25,F,Isa Town,App,0.75,90
C02046,John Thomas,19,F,Muharraq,App,0.75,94
C02047,Juan Atkins,47,F,Riffa,Call,0.32,94
C02048,Yolanda Mendez,60,M,Muharraq,Email,0.38,23
C02049,Alexander Morales,63,F,Manama,App,0.19,6
C02050,Russell Harris,40,M,Riffa,App,0.19,28
C02051,Denise Wilson,65,M,Muharraq,App,0.53,60
C02052,Samuel Morris,28,M,Muharraq,Call,0.1,30
C02053,Tammy Clark,45,F,Manama,Email,0.32,62
C02054,Chelsea Fisher,27,F,Manama,App,0.59,82
C02055,Donna Waller,38,M,Muharraq,Call,0.57,18
C02056,Jonathan Rodriguez,49,F,Riffa,Call,0.44,89
C02057,Amber Gibbs,57,M,Manama,Email,0.24,69
C02058,Tina Mcclain,54,F,Isa Town,Call,0.79,51
C02059,Michelle Rivera,42,M,Riffa,App,0.1,77
C02060,Caitlyn Miller,46,F,Manama,SMS,0.81,79
C02061,Ronald Mathews,58,M,Isa Town,SMS,0.01,28
C02062,Susan Lopez,61,M,Muharraq,App,0.59,45
C02063,Patricia Wilkerson,44,M,Muharraq,SMS,0.38,90
C02064,Pamela Jensen,27,M,Muharraq,Email,0.45,70
C02065,Karen Arias,48,M,Muharraq,Email,0.72,56
C02066,Jacqueline Paul,26,F,Isa Town,Call,0.65,15
C02067,Stephanie Floyd PhD,64,M,Muharraq,SMS,0.53,85
C02068,Zachary Harvey Jr.,42,F,Isa Town,Email,0.6,65
C02069,Peggy Ponce,42,M,Manama,SMS,0.61,60
C02070,Ms. Rebecca Randolph,50,M,Muharraq,Email,0.08,64
C02071,Tammy Brooks,40,M,Isa Town,SMS,0.67,38
C02072,Jacob Manning,41,M,Muharraq,Email,0.48,47
C02073,Ryan Brown,37,F,Riffa,Call,0.69,76
C02074,Cesar Hoover,22,M,Muharraq,Call,0.37,9
C02075,Mark Gallagher,50,M,Isa Town,App,0.59,84
C02076,Nathan Carter,28,F,Manama,Call,0.8,71
C02077,Meagan Cunningham,64,F,Manama,Email,0.23,63
C02078,Marissa Young,37,F,Riffa,Call,0.41,66
C02079,Nancy Herrera,61,F,Muharraq,SMS,0.6,1
C02080,Kara Spencer,60,F,Isa Town,App,0.35,25
C02081,Teresa Savage,21,M,Manama,App,0.07,40
C02082,Rachel Miller MD,57,M,Muharraq,Call,0.55,3
C02083,Ian Pitts,33,F,Manama,App,0.25,28
C02084,Alexander Watson,63,M,Riffa,SMS,0.8,66
C02085,Michael Robles,48,M,Riffa,Call,0.43,11
C02086,Maureen Glass,30,M,Manama,Call,0.48,38
C02087,Stacy Bender,27,M,Isa Town,Call,0.49,57
C02088,Dwayne Phillips,20,F,Riffa,Call,0.23,86
C02089,John Harris,43,F,Manama,Email,0.29,16
C02090,Toni Brown,29,F,Manama,SMS,0.3,54
C02091,Stephen Cantu,44,F,Muharraq,Call,0.77,4
C02092,Joseph Carpenter,50,F,Isa Town,SMS,0.26,30
C02093,Anthony Berry,38,F,Riffa,SMS,0.33,24
C02094,Megan Williams,39,F,Manama,Email,0.07,71
C02095,Madison French,53,F,Riffa,App,0.07,54
C02096,Connie Vaughn,42,M,Riffa,SMS,0.52,62
C02097,Tiffany Hess,61,M,Riffa,SMS,0.77,20
C02098,Jennifer Miller,56,M,Manama,App,0.69,54
C02099,Kevin Carroll,63,M,Muharraq,App,0.45,64
C02100,Larry George,42,F,Riffa,Email,0.29,54
C02101,Veronica Lopez,31,F,Riffa,Email,0.42,57
C02102,Nicole Ross,45,F,Muharraq,Call,0.57,13
C02103,Xavier Love,19,M,Muharraq,App,0.81,96
C02104,Cheyenne Aguilar,47,M,Isa Town,Call,0.39,43
C02105,Monica Thomas,39,F,Manama,App,0.32,39
C02106,Brittany Lewis,33,F,Manama,App,0.67,15
C02107,Marvin Turner,24,M,Manama,SMS,0.31,71
C02108,Eric Lee,21,M,Isa Town,Call,0.94,5
C02109,Christopher Montes,24,F,Manama,Call,0.97,76
C02110,Frank Perry,32,F,Manama,SMS,0.32,10
C02111,Carrie Johnson,55,F,Manama,Call,0.99,90
C02112,Megan Lindsey,34,F,Manama,App,0.58,71
C02113,Donald Thomas,28,M,Muharraq,Email,0.78,90
C02114,Donald Hall,46,F,Isa Town,Email,0.93,39
C02115,Matthew Foley,29,F,Isa Town,App,0.3,54
C02116,David Noble,38,M,Muharraq,Email,0.11,9
C02117,Steven Novak,50,M,Muharraq,App,0.86,82
C02118,David Martinez,44,F,Manama,SMS,0.15,54
C02119,Colin Wilson,22,M,Muharraq,Call,0.37,12
C02120,Louis Kelly,54,F,Muharraq,App,0.1,13
C02121,Tamara Graham,55,M,Riffa,Call,0.06,29
C02122,Brenda Garcia,56,F,Muharraq,Call,0.61,81
C02123,Aaron Lucas,56,M,Riffa,Call,0.9,56
C02124,Amanda Travis,20,M,Muharraq,Email,0.71,94
C02125,Sara Smith,46,F,Isa Town,Call,0.16,88
C02126,Margaret Scott,31,M,Muharraq,SMS,0.08,47
C02127,Kenneth Levine,52,F,Riffa,Call,0.58,96
C02128,Paul Frederick,38,M,Manama,Email,0.3,31
C02129,Suzanne Brady,25,M,Riffa,Email,0.38,6
C02130,Julie Ruiz DDS,33,M,Riffa,SMS,0.09,3
C02131,Emily Tapia,57,M,Isa Town,Email,0.65,44
C02132,Jennifer Williams,52,M,Isa Town,Call,0.32,7
C02133,Tammy Shaw,30,F,Riffa,App,0.58,17
C02134,Cynthia Richardson,45,F,Manama,SMS,0.37,72
C02135,Lindsey Jackson,28,M,Riffa,App,0.95,47
C02136,Frank Warren,48,M,Riffa,Call,0.64,9
C02137,Amanda Johnston,46,M,Muharraq,App,0.38,99
C02138,Kristy Gentry,40,M,Manama,Call,0.53,21
C02139,Haley Tucker,29,F,Manama,SMS,0.26,83
C02140,Joshua Key,49,M,Muharraq,Email,0.19,32
C02141,Emily Kemp,65,M,Riffa,App,0.03,53
C02142,Dana Martinez,49,F,Manama,App,0.46,62
C02143,Nancy Martin,24,M,Isa Town,Email,0.68,6
C02144,Lauren Hawkins,37,F,Riffa,Call,0.28,31
C02145,Jason Miller,18,F,Muharraq,Email,0.04,78
C02146,Jonathan Hanson,31,F,Isa Town,App,0.82,29
C02147,Edward Harris,25,F,Isa Town,SMS,0.09,90
C02148,Dustin Nguyen,41,M,Manama,App,1.0,74
C02149,Amanda Cobb,40,F,Manama,SMS,0.54,48
C02150,Carlos Washington,46,F,Isa Town,Call,0.1,77
C02151,Dr. Christopher Dominguez PhD,60,F,Isa Town,App,0.87,70
C02152,Michael Humphrey,43,F,Isa Town,Call,0.68,28
C02153,Sarah Stout,45,F,Muharraq,SMS,0.77,68
C02154,Michael Barker,48,M,Manama,Call,0.99,93
C02155,Glenn Parker,43,F,Riffa,Call,0.81,91
C02156,Megan Nguyen,26,F,Muharraq,Email,0.44,63
C02157,Karina Saunders,33,F,Muharraq,SMS,0.32,83
C02158,John Rowe,37,F,Isa Town,Email,0.83,58
C02159,Priscilla Joyce,40,F,Manama,SMS,0.73,28
C02160,Angela Wilson,60,M,Riffa,SMS,0.52,58
C02161,Christopher Weeks,62,F,Manama,App,0.04,47
C02162,Larry Adams,31,F,Isa Town,Email,0.08,73
C02163,Terry Floyd,21,F,Isa Town,Call,0.55,50
C02164,Stephen Cole,21,M,Riffa,Call,0.5,29
C02165,Juan Brooks,57,F,Isa Town,SMS,0.64,37
C02166,Nancy Clayton,58,M,Riffa,SMS,0.73,0
C02167,Adam Tate,28,M,Manama,SMS,0.41,79
C02168,Tina Williams,36,M,Muharraq,App,0.45,5
C02169,Kenneth Anderson,46,F,Riffa,Email,0.07,34
C02170,Ashley Lawson,35,M,Isa Town,Email,0.2,89
C02171,Danielle Benitez,58,F,Manama,App,0.09,95
C02172,Crystal Sanders,57,M,Manama,App,0.55,6
C02173,Rachel Williams,60,M,Isa Town,App,0.29,48
C02174,Karen Sloan,45,F,Isa Town,App,0.92,22
C02175,Laura Marshall,38,M,Isa Town,App,0.83,92
C02176,David Harris,50,F,Muharraq,Call,0.31,17
C02177,Nicole Johnson,37,M,Manama,Email,0.42,98
C02178,Nicole Black,53,F,Isa Town,Email,0.38,4
C02179,Jessica Lang,35,M,Manama,SMS,0.76,42
C02180,Richard Harvey,30,F,Riffa,Email,0.86,76
C02181,Carrie Sanchez,38,M,Muharraq,Call,0.13,52
C02182,Jon Ortiz,44,M,Manama,Email,0.85,41
C02183,Donald Nelson,52,M,Manama,Call,0.4,71
C02184,Courtney Kim,60,M,Muharraq,Email,0.81,35
C02185,Cathy Atkinson,42,M,Manama,App,0.2,57
C02186,Helen Harris,25,F,Riffa,App,0.64,75
C02187,Dawn Davila,18,M,Isa Town,App,0.91,60
C02188,Sharon Allison,61,M,Muharraq,App,0.2,13
C02189,Michael Barnes,60,F,Muharraq,Call,0.17,35
C02190,Vickie Mendoza,62,M,Manama,Call,0.24,97
C02191,Thomas Lowery,23,F,Muharraq,Call,1.0,87
C02192,Laura Love,30,M,Riffa,SMS,0.13,5
C02193,Michael Hayes,61,M,Manama,App,0.43,95
C02194,Brittany Smith,48,M,Isa Town,Call,0.54,23
C02195,Anthony Craig,52,M,Isa Town,Email,0.63,94
C02196,Tara Brown,58,M,Manama,App,0.04,75
C02197,Andrew Parker,61,M,Muharraq,SMS,0.86,47
C02198,Jerome Gonzalez,57,M,Muharraq,App,0.53,78
C02199,Michelle Perez,53,M,Muharraq,Email,0.91,92
C02200,Angela Bartlett,52,M,Manama,App,0.7,70
C02201,Steven Harrington,26,F,Muharraq,App,0.17,62
C02202,Terry Friedman,31,M,Muharraq,App,0.68,61
C02203,Zachary Crane,18,F,Manama,Call,0.84,44
C02204,Kristin Gonzalez,39,M,Isa Town,App,0.6,39
C02205,Mark Oneal,51,F,Muharraq,Call,0.63,33
C02206,Alexander Sutton III,63,M,Riffa,Call,0.02,30
C02207,Sarah Saunders,45,F,Isa Town,App,0.92,63
C02208,Damon Mcmahon,53,M,Manama,App,0.81,49
C02209,Hannah Fox,45,M,Muharraq,SMS,0.75,37
C02210,Emily Jones,58,M,Isa Town,Email,0.3,35
C02211,Tonya Shah,63,F,Manama,Call,0.67,13
C02212,David Hammond,62,F,Isa Town,Email,0.5,20
C02213,Justin Leonard PhD,39,F,Manama,Email,0.56,76
C02214,Laurie Howe,36,M,Isa Town,Call,0.5,56
C02215,Linda Lane,44,F,Manama,App,0.18,15
C02216,Felicia Leblanc,31,M,Manama,SMS,0.81,90
C02217,Jessica Rivera,29,F,Manama,SMS,0.05,74
C02218,Andre Trevino,45,F,Manama,SMS,0.06,48
C02219,Nicole Mullins,61,F,Manama,App,0.34,35
C02220,Michael Savage,37,M,Isa Town,App,0.9,23
C02221,Daniel Kim,30,M,Isa Town,App,0.85,34
C02222,Derrick Vega,36,F,Riffa,Call,0.8,59
C02223,John Harris,51,M,Muharraq,Call,0.89,95
C02224,Justin Johnson,58,F,Manama,Call,0.91,81
C02225,Rachel Garcia,29,M,Riffa,Call,0.3,87
C02226,Samantha Wallace,49,F,Muharraq,App,0.72,78
C02227,Brittany Adams,41,M,Muharraq,Email,0.44,13
C02228,Stephen Frank,42,F,Muharraq,Call,0.34,95
C02229,Alexandria Burns,28,M,Manama,App,0.96,87
C02230,Tyler Woodward,63,F,Manama,Call,0.07,37
C02231,Stephen Ortiz,36,F,Manama,App,0.52,28
C02232,John Walker,45,M,Riffa,Call,0.07,97
C02233,Jesse Noble,55,M,Riffa,App,0.49,42
C02234,Marie Hughes,26,F,Manama,Email,0.15,17
C02235,Claire Cox,32,M,Muharraq,Email,0.61,60
C02236,Brian Ingram,19,F,Isa Town,SMS,0.61,74
C02237,Jacob Knight,54,F,Manama,App,0.11,47
C02238,Maria Clark,50,F,Muharraq,SMS,0.1,52
C02239,Deanna French,54,F,Muharraq,SMS,0.35,8
C02240,Terry Gonzalez,49,F,Riffa,App,0.94,3
C02241,Robert Schultz,61,F,Riffa,App,0.78,34
C02242,Bridget Middleton,57,F,Isa Town,Email,0.42,0
C02243,Lisa Moore,43,M,Muharraq,Call,0.12,76
C02244,Matthew Gray,53,M,Muharraq,App,0.6,46
C02245,Nicole Jones,18,M,Riffa,Email,0.65,98
C02246,Sara Mora,46,M,Manama,App,0.93,95
C02247,Matthew Johnson,38,M,Manama,Email,0.92,58
C02248,Anthony Jackson,22,F,Muharraq,Email,0.0,4
C02249,Nathan Maynard,32,F,Muharraq,Email,0.11,69
C02250,Linda Romero,23,M,Riffa,Email,0.69,77
C02251,Heather Walker,27,F,Manama,Email,0.32,64
C02252,Brandon Carey,21,M,Manama,Call,0.28,29
C02253,Jeanette Smith,33,F,Isa Town,Call,0.41,89
C02254,Kathleen Russell,57,F,Muharraq,SMS,0.81,23
C02255,Heather Simmons,23,M,Isa Town,Call,0.41,45
C02256,Elizabeth Parker,59,F,Riffa,SMS,0.95,92
C02257,Charles Townsend,29,F,Isa Town,Call,0.59,84
C02258,Carrie Smith,59,M,Manama,SMS,0.56,20
C02259,Michael Clark,21,F,Riffa,Call,0.76,15
C02260,Glenn Castillo,57,M,Manama,Call,0.17,3
C02261,Frederick Parker,58,M,Muharraq,App,0.2,69
C02262,Christopher Hayes,56,M,Muharraq,SMS,0.95,27
C02263,Mr. Justin Woods,27,M,Muharraq,Email,0.88,32
C02264,Kevin Oneill,23,F,Muharraq,App,0.05,69
C02265,Amanda Morgan,36,M,Muharraq,Call,0.95,82
C02266,Cynthia Reese,29,M,Manama,SMS,0.56,50
C02267,Dawn Owens,21,M,Muharraq,SMS,0.61,71
C02268,Robert Greene,57,M,Manama,SMS,0.21,23
C02269,Amanda Gross,42,F,Manama,Call,0.42,29
C02270,Anita Carter,21,F,Muharraq,Email,0.46,93
C02271,Charles Faulkner,28,M,Muharraq,Email,0.35,95
C02272,Kim Brown,58,M,Riffa,Email,0.85,59
C02273,Christine Watson,27,M,Muharraq,App,0.89,69
C02274,Tina Snyder,27,F,Muharraq,Call,0.38,96
C02275,Joe Lopez,47,M,Isa Town,App,0.42,29
C02276,Kyle White,41,F,Isa Town,Email,0.79,83
C02277,James Davis,25,F,Isa Town,Email,0.19,91
C02278,Alice Garcia,20,F,Riffa,App,0.69,98
C02279,Alex Tucker,32,F,Manama,Call,0.74,61
C02280,Kevin Saunders,56,M,Manama,App,0.15,97
C02281,Mark West,47,F,Isa Town,Call,0.26,99
C02282,Joshua Carter,31,F,Riffa,App,0.28,86
C02283,Nicole Pearson,40,M,Muharraq,App,0.5,47
C02284,Austin Choi,61,F,Isa Town,App,0.95,92
C02285,Cindy Payne,22,M,Riffa,App,0.66,99
C02286,Robert Young,50,M,Manama,Call,0.66,61
C02287,Monica Gonzalez,41,F,Riffa,SMS,0.2,12
C02288,Victoria Rice,63,F,Manama,SMS,0.42,92
C02289,Mrs. Shirley Acevedo,24,M,Isa Town,App,0.87,3
C02290,Colin Wong,18,F,Muharraq,App,0.18,45
C02291,Bonnie Costa,25,M,Isa Town,Email,0.45,36
C02292,Karen Henderson,59,M,Manama,App,0.69,63
C02293,Holly Woods,61,M,Muharraq,Email,0.23,90
C02294,Joshua York,27,F,Manama,Call,0.45,2
C02295,Stephanie Ruiz,57,M,Muharraq,Call,0.78,7
C02296,James Jones,38,M,Riffa,App,0.23,58
C02297,Daniel Miller,55,F,Manama,Call,0.7,24
C02298,Derrick Coleman,60,F,Riffa,SMS,0.44,39
C02299,Jennifer Nguyen,23,M,Isa Town,App,0.83,66
C02300,Lori Hahn,32,F,Manama,Email,0.04,11
C02301,Elizabeth Harrington,23,M,Muharraq,Email,0.64,46
C02302,Monica Zuniga,64,F,Isa Town,SMS,0.22,47
C02303,James Cooper,45,M,Isa Town,Email,0.15,57
C02304,Daniel Jones,33,M,Riffa,App,0.47,54
C02305,Kerry Morris,49,F,Riffa,App,0.23,31
C02306,Teresa Lewis,64,F,Manama,App,0.62,98
C02307,Hector Gomez,43,M,Muharraq,Email,0.06,85
C02308,Raymond Washington,42,F,Riffa,Email,0.62,74
C02309,Aaron Lewis,44,M,Isa Town,App,0.87,64
C02310,Karen Greene,41,F,Muharraq,Call,0.3,87
C02311,Amanda Gutierrez,25,F,Manama,App,0.21,5
C02312,Diane Petersen,53,M,Manama,SMS,0.82,75
C02313,Randy Williams,64,F,Riffa,App,0.99,94
C02314,Daniel Morales,63,M,Isa Town,SMS,0.63,80
C02315,Kimberly Rivas,25,M,Riffa,Call,0.17,73
C02316,Ashley Hampton,49,M,Riffa,Email,0.66,83
C02317,Garrett Porter,54,F,Manama,SMS,0.59,8
C02318,Linda Mccann,62,F,Muharraq,App,0.79,22
C02319,Edward Camacho,60,F,Riffa,Call,0.88,15
C02320,Patricia Kelly,53,M,Riffa,App,0.57,65
C02321,Stephanie Martinez,63,M,Riffa,App,0.44,18
C02322,Eric Blake,59,F,Manama,Call,0.41,42
C02323,Richard Ross,55,M,Isa Town,App,0.39,55
C02324,Erika Garcia,64,F,Isa Town,App,0.44,95
C02325,Eric Lee,54,M,Manama,App,0.2,94
C02326,Heather Sanchez,46,M,Isa Town,Call,0.68,46
C02327,Chelsea Harris,37,F,Isa Town,Email,0.54,91
C02328,Angel Love,40,F,Manama,App,0.31,22
C02329,Brandy Ross,28,M,Manama,SMS,0.48,14
C02330,Joshua Reyes,34,F,Riffa,SMS,1.0,26
C02331,Mary Mata,26,F,Manama,SMS,0.22,34
C02332,Michelle Black,23,M,Riffa,Call,0.56,19
C02333,Jonathan Martin,59,F,Isa Town,SMS,0.42,100
C02334,Nicholas Grimes,24,M,Manama,Call,0.08,82
C02335,Andrew Salazar,56,M,Isa Town,SMS,0.83,86
C02336,Sergio Cohen,61,M,Manama,Email,0.96,97
C02337,Rachel Thompson,61,M,Riffa,App,0.04,67
C02338,Jonathan Bell,58,F,Riffa,Email,0.33,46
C02339,Jacob Hill,18,F,Riffa,App,0.08,77
C02340,William Hoffman,45,M,Isa Town,Call,0.84,10
C02341,Steven Salas,54,F,Riffa,Email,0.19,15
C02342,Mrs. Brittney Armstrong,53,F,Isa Town,App,0.79,67
C02343,Brandi Johnson,23,M,Muharraq,SMS,0.97,8
C02344,Erik Murphy,50,M,Manama,Email,0.71,49
C02345,Kevin Lewis,21,M,Manama,App,0.63,41
C02346,Crystal Davis,23,M,Isa Town,Call,0.04,35
C02347,Jean Johnson,50,F,Riffa,Email,0.11,49
C02348,Nicole Mills,44,M,Muharraq,SMS,0.98,22
C02349,Nathan Schmidt,20,M,Isa Town,Email,0.76,96
C02350,Joseph Stafford,39,F,Isa Town,App,0.24,70
C02351,John Reese,18,F,Isa Town,Call,0.42,46
C02352,Brad Wilkins,46,F,Manama,Email,0.54,90
C02353,Jennifer Barber,18,F,Muharraq,Call,0.86,20
C02354,Tyler Olson,53,F,Manama,Call,0.26,93
C02355,Megan Wang,53,M,Manama,Call,0.94,29
C02356,Robert Williams,44,M,Manama,App,0.91,100
C02357,Jose Curry,23,M,Manama,Call,0.86,19
C02358,Stephanie Hall,34,M,Manama,Call,0.92,14
C02359,Christopher Gomez,26,M,Muharraq,App,0.51,95
C02360,Diana Kirk,35,M,Manama,Call,0.49,77
C02361,Taylor Huffman,26,F,Isa Town,SMS,0.63,2
C02362,Dr. Meghan Padilla DDS,65,F,Manama,Call,0.03,76
C02363,Lisa Paul,38,F,Muharraq,Email,0.07,8
C02364,Theresa Davidson MD,44,F,Riffa,App,0.0,65
C02365,Rodney Shah,46,F,Manama,SMS,0.41,71
C02366,Terry Rodriguez,33,M,Manama,SMS,0.78,54
C02367,Alisha Aguilar,48,F,Isa Town,Call,0.68,68
C02368,Shawn Phillips,40,M,Isa Town,SMS,0.33,72
C02369,Sarah Baird,35,M,Manama,App,0.23,81
C02370,Jamie Rose,27,M,Riffa,SMS,0.67,5
C02371,Monica Harrison,52,F,Muharraq,Call,0.2,72
C02372,Eric Taylor,21,F,Riffa,Email,0.13,30
C02373,Christopher Hood,31,M,Muharraq,SMS,0.4,84
C02374,Noah Castillo,62,M,Muharraq,Call,0.27,34
C02375,Edward Gould DDS,62,F,Isa Town,Email,0.75,2
C02376,George Reyes PhD,42,F,Isa Town,SMS,0.54,79
C02377,Carrie Douglas,52,M,Riffa,Email,0.04,42
C02378,Dr. Michael Cruz,47,F,Riffa,SMS,0.17,79
C02379,Michael Harrington,58,M,Isa Town,SMS,0.16,80
C02380,Ryan Owens,24,F,Muharraq,App,0.4,2
C02381,Elizabeth Abbott,21,F,Manama,App,0.27,84
C02382,Derek Richardson,64,F,Muharraq,App,0.73,17
C02383,Derek Booth,25,M,Isa Town,Email,0.96,0
C02384,Tyler Mason,34,F,Isa Town,SMS,0.7,98
C02385,Michael Chase,53,M,Isa Town,Email,0.23,15
C02386,Peter Logan,22,F,Manama,SMS,0.12,98
C02387,David Rodriguez,59,F,Isa Town,App,0.49,15
C02388,Danielle Dudley,54,F,Riffa,SMS,0.2,82
C02389,Joseph Clark,30,M,Muharraq,Email,0.77,42
C02390,Lisa Preston,39,F,Isa Town,Email,0.9,4
C02391,Amy Howe,61,M,Manama,Email,0.52,75
C02392,Joseph Macias,25,F,Muharraq,App,0.63,69
C02393,Robert Smith,29,F,Manama,Email,0.78,96
C02394,Stephen Mcintosh,35,F,Muharraq,Email,0.26,84
C02395,Amanda Howard,43,M,Riffa,Call,0.53,15
C02396,Michael Clark,30,M,Riffa,SMS,0.96,54
C02397,Mallory Davis,54,F,Manama,Call,0.74,26
C02398,Jackie Webb,55,M,Isa Town,Call,0.65,94
C02399,Amy English,20,F,Isa Town,App,0.36,92
C02400,William Harris,23,F,Isa Town,Call,0.06,23
C02401,Christopher Johnson,20,F,Muharraq,Email,0.2,47
