customer_id,name,account_type,balance_bhd,join_date
CF01877,Walter Dillon,Savings,27435.07,2021-09-18
CF01878,Lisa Nunez,Business,25558.06,2024-08-15
CF01879,Matthew Sanders,Savings,46398.58,2024-08-17
CF01880,Kathryn Wolf,Checking,16531.98,2025-06-25
CF01881,Sherry Bond,Business,46315.95,2022-11-11
CF01882,Kenneth White,Business,22266.99,2020-10-23
CF01883,Stephen Howard,Savings,16388.18,2023-12-22
CF01884,Ryan Nash,Checking,42542.16,2018-10-06
CF01885,Shannon Walker,Business,46370.12,2022-12-23
CF01886,Heather Erickson,Savings,26427.27,2015-11-28
CF01887,Paul Chavez,Business,13158.68,2016-01-01
CF01888,Anita Nguyen,Checking,5733.0,2022-04-30
CF01889,William Velasquez,Business,8079.11,2019-03-12
CF01890,Mary Kramer,Checking,6646.88,2019-05-10
CF01891,Daniel Gates MD,Savings,15111.11,2016-01-29
CF01892,Bradley Boone,Business,19247.39,2018-08-20
CF01893,Christopher Garcia,Business,24681.16,2016-10-05
CF01894,Kristina Barnes,Business,8781.84,2019-12-26
CF01895,Shelby Perez,Business,33641.53,2023-08-10
CF01896,Gabriella Morrison,Checking,23963.97,2021-08-03
CF01897,Jeremy Mclean,Business,14947.42,2015-11-02
CF01898,Michelle Rodriguez,Business,17261.95,2016-08-12
CF01899,Luke Donaldson,Checking,40571.91,2024-06-13
CF01900,Jennifer Wolf,Business,12400.09,2025-06-19
CF01901,Meghan Perkins,Savings,14470.87,2019-06-14
CF01902,Donald Bush,Business,24927.35,2024-10-20
CF01903,Gwendolyn Morris,Savings,1603.72,2021-01-04
CF01904,Cathy Carpenter,Business,15720.8,2023-03-08
CF01905,Shannon Stevenson,Savings,15403.98,2017-02-21
CF01906,Christopher Gillespie,Business,6456.14,2023-08-18
CF01907,Robert Harvey,Business,34604.95,2017-01-08
CF01908,Matthew Hughes,Checking,25108.46,2018-01-03
CF01909,Cindy Allen,Checking,40191.13,2020-10-04
CF01910,William Jarvis,Business,5664.73,2021-04-20
CF01911,Victoria Hensley,Savings,38811.66,2025-05-21
CF01912,Diane Middleton,Business,18303.0,2018-06-25
CF01913,Nicole Davis,Checking,46696.97,2024-12-23
CF01914,Brian Anderson,Business,1073.12,2016-02-07
CF01915,Sabrina Bowen,Savings,47274.02,2024-07-27
CF01916,Toni Gonzalez,Checking,39667.14,2018-09-13
CF01917,Laurie Vance,Checking,41714.28,2017-05-23
CF01918,Nicole Walker,Savings,34772.35,2016-11-23
CF01919,George Gonzalez,Savings,49223.46,2017-09-09
CF01920,Brittney Herring,Checking,41467.58,2019-05-31
CF01921,Michelle Wilson,Checking,18786.72,2021-07-08
CF01922,Kayla Mendoza,Checking,44856.36,2021-03-15
CF01923,Brian Adams,Savings,22019.19,2017-08-15
CF01924,Mrs. Kimberly Carter,Checking,427.98,2021-10-01
CF01925,Jasmine Johnson,Checking,22113.12,2022-09-10
CF01926,Meghan Phillips,Checking,27249.86,2019-10-13
CF01927,Eric Johnson,Business,13781.54,2021-05-11
CF01928,Sara Lutz,Business,32080.23,2018-06-04
CF01929,Timothy Stevenson,Checking,24831.22,2019-08-10
CF01930,Jason Lee,Business,11017.57,2017-05-28
CF01931,Megan Gomez,Business,27635.17,2020-11-13
CF01932,Victor Brown,Savings,23962.28,2016-07-06
CF01933,William Wright,Savings,4133.24,2018-08-18
CF01934,Natalie Perry,Checking,33725.58,2019-12-31
CF01935,Larry Brown,Savings,49176.69,2024-06-12
CF01936,Brandi Keller,Savings,20076.41,2021-12-17
CF01937,Melissa Nunez,Checking,6182.73,2018-08-06
CF01938,Thomas Schwartz,Business,9461.81,2025-05-07
CF01939,Kara Turner,Business,22546.45,2021-11-28
CF01940,Scott Smith,Savings,3320.02,2022-11-24
CF01941,Cindy Johnson,Checking,4176.18,2023-08-28
CF01942,Jared Walker,Savings,10205.26,2019-12-24
CF01943,Sarah Rodriguez,Savings,19159.93,2016-05-18
CF01944,Tina Page,Savings,43619.23,2022-08-06
CF01945,Jacob Lewis,Checking,34828.75,2024-11-06
CF01946,Robert Hanson,Savings,19363.68,2023-06-21
CF01947,Mary Cuevas,Checking,35720.89,2023-02-26
CF01948,Steven Ray,Checking,28136.47,2024-12-02
CF01949,Melinda Olsen,Business,47805.32,2025-08-14
CF01950,Kathryn Clark,Business,13137.52,2019-01-30
CF01951,Thomas Wise,Savings,17802.3,2018-11-07
CF01952,Amber Drake,Business,12857.01,2016-04-07
CF01953,Michael Chen,Business,6733.21,2023-01-05
CF01954,Todd Allen,Savings,15063.81,2016-09-04
CF01955,Glenn Williams,Savings,27059.52,2020-09-22
CF01956,Kristen Bauer,Savings,23017.27,2023-11-09
CF01957,Scott Mathews,Business,9088.84,2022-07-09
CF01958,Abigail Torres,Savings,13612.12,2015-12-10
CF01959,William Drake,Savings,46460.16,2016-01-19
CF01960,Jill Miller,Savings,45970.01,2025-07-24
CF01961,Colleen Meyers,Business,3530.64,2022-12-09
CF01962,Amber Douglas,Savings,9462.91,2022-03-29
CF01963,Jeremy Allen,Checking,29171.52,2018-09-26
CF01964,Clarence Stewart,Business,22338.92,2023-05-07
CF01965,Gabriela Johnson,Checking,16346.6,2024-04-01
CF01966,Jacqueline Macdonald,Business,35060.86,2024-07-10
CF01967,Michelle Macias,Business,24812.87,2022-05-08
CF01968,Donald Jackson,Business,37127.72,2021-01-03
CF01969,Kevin Parrish,Checking,28729.85,2021-08-01
CF01970,Jordan Brooks,Savings,19169.77,2024-03-28
CF01971,John Walsh,Business,45794.43,2022-08-13
CF01972,Christina Smith,Checking,49929.3,2016-11-02
CF01973,Anna Martinez,Business,38852.35,2022-11-27
CF01974,Christy Rhodes,Business,15857.05,2023-07-30
CF01975,Angela Myers,Savings,38104.01,2019-11-21
CF01976,Cynthia Coleman,Savings,47773.7,2019-04-16
CF01977,Miss Deborah Burnett,Savings,8157.81,2022-02-02
CF01978,Elizabeth Garcia,Savings,35313.67,2024-04-05
CF01979,Ms. Bonnie Martin,Checking,12482.33,2019-07-14
CF01980,Elizabeth Rodriguez,Business,49958.88,2019-06-14
CF01981,Rebecca West,Checking,1374.21,2024-09-05
CF01982,Kimberly Sharp,Checking,3809.21,2018-08-09
CF01983,Kendra Garcia,Business,10926.42,2020-02-09
CF01984,Jordan Pierce,Business,14480.82,2025-06-08
CF01985,Nicholas Ellis,Checking,24041.91,2023-04-27
CF01986,Kathleen Holt,Business,13370.45,2024-02-27
CF01987,Jennifer Forbes,Checking,40397.7,2018-04-17
CF01988,Joe Hendricks,Business,41031.46,2021-07-19
CF01989,Robert Ray,Business,40055.01,2019-03-06
CF01990,Jennifer Moore,Savings,39421.5,2025-03-22
CF01991,Matthew Taylor,Checking,27748.89,2020-01-11
CF01992,Tyler Ortiz,Checking,19508.33,2022-05-09
CF01993,Edwin Webster MD,Savings,18877.26,2021-02-19
CF01994,Hannah Cain,Checking,37117.47,2016-08-05
CF01995,Dennis Allen,Business,22683.96,2017-07-18
CF01996,Anthony Scott,Business,45166.73,2017-06-25
CF01997,Timothy White MD,Savings,32915.1,2021-11-13
CF01998,Ralph Howell,Business,27340.53,2017-11-10
CF01999,Matthew Mccarthy,Business,11566.9,2018-12-22
CF02000,Jennifer Estrada,Checking,3807.02,2022-04-28
CF02001,Melissa Todd,Business,25223.35,2023-06-29
CF02002,Nancy Bishop DDS,Business,3609.71,2017-03-26
CF02003,Lisa Perry,Savings,37579.37,2022-04-08
CF02004,Brandi Cruz,Checking,39148.85,2022-12-24
CF02005,Gerald Ramirez,Business,18498.96,2019-07-01
CF02006,Jesse Morgan,Business,42395.44,2022-07-22
CF02007,Renee Miller,Savings,46382.78,2023-10-17
CF02008,Rhonda Mann,Checking,49617.64,2022-01-12
CF02009,Christian Rodriguez,Savings,39161.81,2017-01-30
CF02010,Shawn Stone,Business,37089.57,2020-09-01
CF02011,Misty Dominguez,Checking,40784.19,2020-11-19
CF02012,Laura Christensen,Savings,26489.07,2019-12-11
CF02013,David Burns,Business,14072.32,2016-12-15
CF02014,Carl Wood,Savings,10028.76,2021-01-21
CF02015,James Gilbert,Checking,36860.52,2015-10-21
CF02016,Donald Welch,Business,19222.71,2024-07-24
CF02017,Lisa Silva,Checking,18238.86,2022-11-10
CF02018,Elizabeth George,Checking,39140.0,2022-10-01
CF02019,Holly Brown,Business,21949.91,2020-09-03
CF02020,Amanda Simpson,Savings,42768.24,2019-06-14
CF02021,Ariel Chambers,Business,17591.5,2025-05-08
CF02022,Justin Logan,Savings,49452.09,2022-10-06
CF02023,Natasha Schroeder,Business,38591.26,2017-05-11
CF02024,Randy Morton,Business,48692.16,2019-12-20
CF02025,Joanne Barrera,Checking,29044.4,2023-09-20
CF02026,Caleb Cooper,Checking,7725.2,2024-11-25
CF02027,Melissa Perry MD,Checking,43798.59,2023-12-13
CF02028,Mr. James Petersen,Checking,42845.79,2025-01-17
CF02029,George Villa,Business,23117.99,2016-08-25
CF02030,Amy Williams,Checking,19485.13,2018-12-26
CF02031,Kyle Lynch,Checking,7699.23,2018-07-04
CF02032,Melissa White,Savings,35524.95,2025-07-01
CF02033,Jessica Morgan,Savings,2579.35,2019-10-10
CF02034,Jessica Stevenson,Savings,43022.5,2022-12-04
CF02035,Richard Ho,Business,8186.45,2021-08-15
CF02036,Carrie Smith,Business,8832.65,2020-12-31
CF02037,Thomas Andrews,Checking,47850.07,2017-10-24
CF02038,Chris Potter,Business,36271.78,2023-08-17
CF02039,Alicia Douglas,Business,29024.36,2015-10-21
CF02040,Sarah Frank,Checking,18465.76,2018-06-27
CF02041,Richard Sanchez,Savings,26108.83,2023-11-30
CF02042,Mr. Tyler Nielsen,Business,46710.74,2023-11-20
CF02043,Maria Young,Savings,47059.88,2018-10-23
CF02044,Vickie Dickerson,Savings,25852.69,2018-02-13
CF02045,Mr. Daniel Carrillo,Savings,38105.11,2018-04-10
CF02046,Autumn Brown,Checking,2474.02,2016-01-20
CF02047,Mitchell Shea,Savings,8461.16,2016-04-27
CF02048,Lorraine Young,Savings,28724.97,2024-11-21
CF02049,Amy Castro,Business,27749.99,2023-04-11
CF02050,Matthew Smith,Checking,32654.76,2020-10-17
CF02051,Dominique Mendez,Savings,24668.11,2022-10-28
CF02052,Melinda Kidd,Checking,34954.67,2024-06-28
CF02053,Lindsay Smith,Savings,23215.29,2025-01-10
CF02054,Kayla Colon,Business,28009.64,2025-03-03
CF02055,Michelle Payne,Checking,48238.72,2022-04-15
CF02056,Angela Baxter,Savings,34158.0,2018-11-23
CF02057,Wesley Wallace,Business,12945.57,2021-12-17
CF02058,William Brown,Savings,48494.01,2024-04-12
CF02059,Jamie Deleon,Business,46592.26,2025-08-21
CF02060,Tyler Pennington,Business,8849.43,2020-08-03
CF02061,Michael Gomez,Business,37332.08,2023-01-29
CF02062,Shane Greene,Business,20724.3,2019-05-09
CF02063,Jackie Fox,Checking,38210.57,2019-01-26
CF02064,Julia Mitchell,Checking,21164.52,2020-09-09
CF02065,Sierra Vasquez,Checking,33998.48,2020-09-27
CF02066,Andrea Davis,Business,10901.74,2025-02-13
CF02067,Marissa Munoz,Savings,21465.1,2024-09-02
CF02068,Kristine Torres,Business,37835.75,2019-11-28
CF02069,Todd Perez,Business,35851.52,2023-08-02
CF02070,Danielle Sullivan,Checking,37583.6,2018-04-19
CF02071,Laurie Woods,Business,35940.48,2020-10-24
CF02072,Renee Miller,Business,48868.49,2017-12-08
CF02073,Angela Graves,Business,14715.24,2023-02-08
CF02074,Gregory Perkins,Business,3216.38,2016-08-16
CF02075,Brooke Smith,Business,1126.46,2020-09-11
CF02076,Heather Blake,Savings,1369.52,2018-07-19
CF02077,Vincent Riley,Business,28964.46,2023-06-16
CF02078,Kyle Monroe,Business,8018.29,2015-12-05
CF02079,Adam Carr II,Business,17499.11,2024-01-21
CF02080,Mrs. Katherine Davis,Savings,16881.09,2021-06-04
CF02081,Brian Martin,Checking,35064.05,2016-09-22
CF02082,Kathryn Bernard,Savings,17832.5,2021-11-09
CF02083,Desiree Khan,Savings,29045.72,2018-11-30
CF02084,Emily Jones,Savings,11783.46,2016-08-26
CF02085,Charles Young,Checking,1620.97,2020-07-19
CF02086,Theodore Mckinney,Business,38293.9,2024-07-11
CF02087,Jennifer Davis,Savings,20238.88,2020-02-06
CF02088,Molly Carpenter,Business,17201.01,2018-06-06
CF02089,Gregory Carter,Checking,37742.89,2024-11-29
CF02090,Hannah Palmer,Checking,35971.93,2023-04-28
CF02091,Christopher Cole,Savings,1510.63,2020-06-06
CF02092,Erik King,Savings,4243.47,2023-03-31
CF02093,Jennifer Dodson,Savings,13112.61,2017-08-11
CF02094,Madeline Bennett,Business,17971.54,2020-10-06
CF02095,Justin Gibbs,Business,24137.65,2019-02-04
CF02096,Kristen Wheeler,Business,6565.97,2023-03-31
CF02097,Ryan Washington,Checking,41360.08,2024-09-14
CF02098,Sarah Porter,Business,40223.19,2023-06-25
CF02099,Jessica Smith,Business,37057.2,2025-09-07
CF02100,Kevin Henson,Checking,3272.55,2017-08-19
CF02101,Ian Martinez,Business,20817.77,2025-07-15
CF02102,Randy Arias,Business,43788.18,2017-12-23
CF02103,John Crane,Checking,35341.15,2022-07-23
CF02104,Richard Nichols,Checking,14514.64,2022-01-14
CF02105,Anthony Simmons,Savings,44159.57,2022-09-11
CF02106,Jessica Hunt,Checking,15306.99,2016-06-02
CF02107,Kelly Farrell,Savings,13931.13,2016-03-06
CF02108,Jonathan Hobbs,Checking,7499.25,2017-08-07
CF02109,Leon Acevedo,Business,13423.82,2025-07-17
CF02110,Amanda Willis,Business,45482.29,2018-08-09
CF02111,Aaron Williams,Savings,1919.45,2020-07-05
CF02112,Jeffrey Jones,Checking,16468.85,2024-09-05
CF02113,Justin Perez,Checking,43596.6,2017-04-15
CF02114,Kevin Cantu,Savings,11385.82,2021-10-02
CF02115,Mark Dunn,Checking,34268.84,2020-01-19
CF02116,Anna Hardy,Savings,8292.39,2025-05-22
CF02117,Lisa Rocha,Business,20539.74,2020-01-23
CF02118,Nicolas Harris,Checking,36844.53,2022-06-26
CF02119,Christy Garner,Business,18515.32,2018-05-24
CF02120,Matthew Combs,Checking,2282.6,2020-03-11
CF02121,Cody Lewis,Savings,11732.53,2021-05-26
CF02122,John White,Business,26720.58,2018-06-03
CF02123,Margaret Porter,Business,18271.03,2021-08-10
CF02124,Lauren Schroeder,Business,30263.35,2021-09-26
CF02125,Nicole Vargas,Business,41369.94,2019-02-04
CF02126,Stacy Bird,Savings,48340.26,2019-01-17
CF02127,Maria Daniels,Savings,32408.18,2021-01-26
CF02128,Jessica Wright,Business,20937.23,2019-01-22
CF02129,Lauren Young,Savings,38124.46,2018-07-09
CF02130,Michael Johnson,Business,49310.03,2018-07-19
CF02131,John Davis,Checking,6646.49,2023-01-16
CF02132,Steven Carrillo,Savings,25672.78,2017-07-23
CF02133,Keith Gordon,Savings,47106.12,2023-02-27
CF02134,Dawn Petty,Checking,1480.43,2024-01-15
CF02135,Antonio Davis,Savings,10268.57,2024-01-27
CF02136,Robert Galvan,Checking,1467.73,2021-05-27
CF02137,Calvin Lewis,Savings,25371.06,2019-12-18
CF02138,Christopher Graves,Checking,33469.05,2023-10-12
CF02139,Jason Moore,Savings,25768.72,2022-02-16
CF02140,Alexandra King,Business,30025.51,2016-01-13
CF02141,Joyce Barnes,Savings,13003.3,2022-10-30
CF02142,Yvonne Knight,Business,6333.67,2021-02-28
CF02143,Tammy Grant,Business,10174.75,2021-01-01
CF02144,Amber Smith,Checking,6010.36,2019-04-17
CF02145,Jill Hicks,Business,20811.2,2019-08-11
CF02146,Marcus Ross,Checking,17134.52,2020-05-30
CF02147,Nichole Townsend,Business,25123.25,2022-10-05
CF02148,Danny Neal,Checking,13569.66,2021-05-12
CF02149,Heather Conrad,Savings,34259.9,2019-05-25
CF02150,Kyle Lewis,Business,16878.58,2023-03-08
CF02151,Joshua Reed,Business,33508.0,2022-07-14
CF02152,Melissa Ali,Checking,25435.79,2023-03-18
CF02153,Michelle Fowler,Checking,34214.54,2017-06-01
CF02154,Dawn Kennedy,Business,7704.28,2019-01-21
CF02155,Caitlin Chapman,Checking,34394.59,2020-01-11
CF02156,Elizabeth Wright,Checking,8661.21,2018-07-16
CF02157,Phillip Spence,Business,43959.82,2021-06-29
CF02158,Lori Hill,Checking,32799.99,2016-03-31
CF02159,Melinda Ochoa,Savings,32435.76,2020-03-11
CF02160,Christina Martin,Checking,30517.15,2019-04-05
CF02161,Gary Cohen,Checking,20084.92,2021-02-25
CF02162,Cheryl Crawford,Business,41244.09,2016-10-17
CF02163,William Fox,Checking,26400.82,2016-02-09
CF02164,Mary Wheeler,Savings,31648.57,2017-11-05
CF02165,Toni Evans,Savings,29097.85,2019-01-21
CF02166,Mary Page,Savings,9733.86,2019-06-14
CF02167,Richard Hopkins,Checking,4426.67,2024-03-07
CF02168,Amanda Harvey,Checking,22553.36,2017-02-14
CF02169,Emily Dodson,Business,19818.66,2017-01-14
CF02170,Yvonne Potts DDS,Business,34677.08,2015-10-10
CF02171,Angela White,Business,39054.18,2020-09-06
CF02172,Brian Douglas,Checking,49562.68,2019-03-09
CF02173,Troy Hernandez,Savings,42295.83,2015-11-13
CF02174,Abigail Simmons,Savings,24899.41,2015-11-18
CF02175,Rachel Bryan,Business,31953.25,2024-04-26
CF02176,Mary Taylor,Business,48623.68,2020-03-12
CF02177,Ann Lopez,Savings,45643.54,2019-11-27
CF02178,Joshua Miller,Business,23531.35,2019-09-11
CF02179,Heather Campbell,Checking,26234.02,2025-01-23
CF02180,Ashley Malone,Business,13393.78,2015-10-30
CF02181,Justin Foster,Business,21011.6,2022-01-18
CF02182,Adam White,Checking,32060.15,2019-08-17
CF02183,Derek Moore,Business,46169.66,2025-01-26
CF02184,Angela Ward,Savings,32985.95,2022-06-04
CF02185,Ryan Bell,Savings,37139.44,2020-06-28
CF02186,Dawn Brown,Business,44771.71,2019-10-30
CF02187,Robert Cook,Business,34996.41,2021-06-12
CF02188,Jamie Baldwin,Checking,6027.15,2017-12-05
CF02189,Dana Evans,Savings,42019.96,2024-03-19
CF02190,Kathryn Cherry,Checking,45400.06,2019-11-21
CF02191,David Hart,Business,11399.66,2024-05-13
CF02192,Brandon Diaz,Savings,19326.15,2024-03-18
CF02193,Annette Spencer,Business,35481.9,2024-06-12
CF02194,David Macdonald,Checking,38388.37,2023-07-19
CF02195,James Wade,Savings,15158.31,2020-12-10
CF02196,Kristin Roberts,Business,31841.61,2023-07-02
CF02197,Glenn Cox,Business,31668.95,2023-06-15
CF02198,Michael Turner,Business,7367.93,2024-06-07
CF02199,Victoria Brewer,Savings,36781.76,2018-12-05
CF02200,Kevin Sanders,Checking,11901.83,2022-11-17
CF02201,Tammy Chapman,Checking,37104.99,2016-07-15
CF02202,Ronald Davidson,Business,29398.22,2020-09-27
CF02203,John Figueroa,Business,12220.66,2018-07-25
CF02204,Victoria Cantrell,Business,49095.93,2024-09-16
CF02205,Mrs. Stephanie Washington,Savings,49947.98,2024-12-20
CF02206,David Perez,Checking,49142.92,2023-08-26
CF02207,Sierra Gonzales,Checking,31840.96,2022-07-28
CF02208,Laura Gibson,Savings,2668.78,2025-01-31
CF02209,Ricky Strickland,Savings,41826.23,2019-09-08
CF02210,Michael Riley,Checking,9600.96,2018-05-09
CF02211,Briana Johnson,Business,480.94,2023-06-07
CF02212,David Price,Business,35496.16,2020-12-22
CF02213,Robert Nunez,Savings,6888.85,2021-05-12
CF02214,Kathryn Rodriguez,Business,2023.39,2017-12-24
CF02215,Paul Miller,Checking,37563.32,2018-07-19
CF02216,Katelyn Porter,Checking,2152.3,2023-04-30
CF02217,William Davila,Business,35637.4,2024-09-06
CF02218,Maria Marks,Savings,4986.34,2017-08-28
CF02219,Kelly Smith,Checking,18229.95,2024-12-04
CF02220,Jennifer Bauer,Business,20661.23,2022-01-27
CF02221,Kelly Mason,Checking,20635.28,2016-04-26
CF02222,Laura Ray,Savings,14058.16,2016-04-15
CF02223,David Young,Checking,9185.68,2021-07-26
CF02224,Bradley Lee,Savings,43918.41,2017-11-15
CF02225,Lisa Irwin,Checking,36871.5,2017-07-28
CF02226,Melissa Mejia,Business,43060.99,2021-05-27
CF02227,Brenda Campbell,Business,30625.43,2022-06-18
CF02228,Lindsey Washington,Checking,40981.75,2022-01-25
CF02229,Eric Davis PhD,Checking,42305.46,2025-01-22
CF02230,Mason Spence,Savings,15952.31,2019-04-08
CF02231,Julia Myers,Savings,24284.2,2024-08-25
CF02232,Dr. Michael Smith,Checking,25388.19,2023-08-17
CF02233,Taylor Reynolds,Business,3335.49,2018-11-18
CF02234,Richard Kelley,Savings,12632.86,2022-09-23
CF02235,Gregory Stuart,Business,30085.9,2017-04-03
CF02236,Douglas Johnson,Business,27053.54,2019-07-10
CF02237,Victor Martin,Checking,3796.38,2016-04-15
CF02238,Kelli Irwin,Checking,29362.08,2021-08-18
CF02239,Lori Peterson,Checking,47248.13,2025-03-18
CF02240,Breanna Singh,Savings,9606.51,2019-06-27
CF02241,William Hunt,Checking,16651.07,2022-09-14
CF02242,Carla Morris,Checking,24429.06,2025-05-03
CF02243,Charles Harding,Savings,42871.92,2016-10-29
CF02244,George Evans,Checking,40268.18,2025-07-24
CF02245,Richard Rubio,Business,40454.6,2017-11-03
CF02246,Jennifer English,Savings,952.25,2018-02-02
CF02247,Jennifer Williams,Business,14696.09,2024-10-08
CF02248,Jesse Montes Jr.,Checking,21896.46,2015-10-22
CF02249,Cheryl Lewis,Checking,25752.44,2019-12-13
CF02250,John Dunn,Business,39723.53,2023-04-26
CF02251,Samantha Jackson,Savings,28132.45,2024-01-16
CF02252,Jennifer Ruiz,Savings,12736.53,2017-03-22
CF02253,Veronica Donovan,Savings,39025.99,2023-02-12
CF02254,Scott Lopez,Checking,11200.67,2017-08-24
CF02255,Robert Deleon,Business,49985.1,2023-06-19
CF02256,Joseph West,Business,33074.62,2023-02-11
CF02257,Johnny Wilkins,Checking,46021.92,2024-01-18
CF02258,Christopher Nunez,Savings,21099.5,2022-10-18
CF02259,Sandra Medina,Business,26034.35,2022-10-23
CF02260,Mark Singleton,Savings,24715.79,2017-10-16
CF02261,David Brooks,Savings,16379.72,2016-06-05
CF02262,Catherine Palmer,Business,12167.51,2019-07-22
CF02263,Robert Mathis,Savings,37951.09,2024-07-21
CF02264,Amanda Young,Business,29523.65,2017-10-31
CF02265,Emily Bridges,Checking,38380.49,2018-03-11
CF02266,Megan Wall,Savings,43604.72,2024-01-17
CF02267,Ana Guzman,Savings,12495.43,2023-12-08
CF02268,Ashley West,Checking,32765.94,2024-09-02
CF02269,Sara Rollins,Savings,17381.14,2021-10-31
CF02270,Susan Parrish,Business,4523.58,2018-11-13
CF02271,Richard Williams,Business,5607.1,2021-05-29
CF02272,James Higgins,Business,10111.98,2025-04-23
CF02273,Joseph Brown,Savings,20636.39,2021-02-02
CF02274,Benjamin Collins,Savings,14811.7,2018-07-01
CF02275,Adam Olson,Business,45106.13,2017-08-03
CF02276,Stephanie Guzman,Savings,22161.63,2016-12-10
CF02277,Steve Francis,Checking,47522.32,2022-10-30
CF02278,Chloe Scott,Checking,49849.47,2023-07-12
CF02279,Stacy Jones,Savings,35111.07,2023-05-11
CF02280,Phillip Clark,Savings,4627.44,2019-12-26
CF02281,Grant Butler,Savings,34647.63,2023-04-24
CF02282,Jared Davis,Savings,8180.92,2016-10-26
CF02283,Bryan Calhoun,Savings,31052.14,2019-07-06
CF02284,Daniel Moore,Savings,3382.09,2021-05-25
CF02285,Kimberly Charles,Savings,16541.44,2022-02-09
CF02286,Judith Delacruz,Checking,5363.03,2020-05-31
CF02287,Jason Morris,Savings,43163.05,2018-03-03
CF02288,Cynthia Mclaughlin,Checking,1390.53,2017-10-01
CF02289,Jerome Love,Checking,49653.48,2023-04-22
CF02290,Ryan Caldwell,Savings,23800.82,2022-10-07
CF02291,Kyle Lamb,Savings,17434.64,2025-01-31
CF02292,Nathan Carroll,Checking,48040.18,2019-02-26
CF02293,Lori Frazier DDS,Business,48608.07,2019-08-28
CF02294,Philip Guerra,Business,4642.85,2020-09-16
CF02295,David Jordan,Savings,9485.98,2024-08-30
CF02296,Kayla Goodwin,Savings,24608.0,2024-05-18
CF02297,Jennifer Cabrera,Business,46470.15,2018-11-29
CF02298,Jennifer Wilkerson,Checking,7536.66,2022-08-20
CF02299,Andrew Franco,Checking,49198.67,2021-10-11
CF02300,Gwendolyn Thomas,Business,16652.04,2022-06-21
CF02301,Barbara Dunn,Checking,7069.97,2021-03-07
CF02302,Clayton Powell,Savings,9809.54,2021-03-11
CF02303,Elaine Smith,Business,33424.34,2023-03-14
CF02304,John Perry,Checking,4262.65,2018-11-02
CF02305,Matthew Coleman,Business,36597.1,2016-10-22
CF02306,Daniel Kelley,Savings,2090.91,2023-03-22
CF02307,Stacy Huynh,Checking,5957.4,2015-09-27
CF02308,Ethan Lowe,Business,7582.66,2019-04-26
CF02309,Karen Becker,Business,38098.47,2016-10-07
CF02310,Jennifer Fuller,Checking,11169.73,2021-03-05
CF02311,Jeffery Matthews,Business,19119.75,2020-07-29
CF02312,Kenneth Gardner,Checking,35675.3,2021-06-15
CF02313,Fred Dyer,Business,35621.43,2022-08-28
CF02314,Rachel Martinez,Checking,10544.95,2024-11-07
CF02315,Christopher Coleman,Savings,9602.21,2018-11-24
CF02316,Darren Johnson,Checking,41254.59,2018-01-15
CF02317,Lydia Becker,Checking,18123.72,2025-06-13
CF02318,Patrick Russell,Checking,6091.17,2018-09-07
CF02319,John Reese,Savings,23378.72,2022-04-02
CF02320,Mike White,Business,5399.29,2017-10-16
CF02321,Joseph Massey,Savings,43373.06,2022-05-15
CF02322,Brian Brock,Savings,6147.34,2025-07-30
CF02323,Alfred Evans,Checking,19071.59,2021-09-18
CF02324,Jessica Hamilton,Business,13670.57,2023-05-19
CF02325,Tim Stone,Business,7821.16,2025-09-14
CF02326,Thomas Ward,Savings,25178.57,2019-02-13
CF02327,Michael Mcgrath,Checking,38720.8,2021-01-29
CF02328,Karen Patton,Business,27880.45,2017-08-19
CF02329,Brian Preston,Savings,33749.95,2021-10-25
CF02330,Kenneth Dennis,Checking,14134.78,2022-06-29
CF02331,Kerry Roberson,Checking,40586.8,2021-11-09
CF02332,Donald Caldwell,Savings,26242.9,2018-08-29
CF02333,Erica Watson,Checking,4434.59,2020-03-10
CF02334,Jeffrey Pierce,Business,7371.84,2019-05-18
CF02335,Catherine Garcia,Savings,40048.1,2015-11-12
CF02336,Terry Marshall,Business,21057.13,2017-09-13
CF02337,Rhonda Benjamin,Savings,11350.43,2019-05-12
CF02338,Angel Hanson,Savings,32716.26,2016-11-10
CF02339,Richard Lawson,Checking,49191.78,2023-10-18
CF02340,Julie Short,Checking,9342.79,2018-09-25
CF02341,Nicole Campbell,Business,41978.31,2024-04-04
CF02342,Donald Collins,Savings,36559.63,2021-04-04
CF02343,Frederick Santiago,Business,5304.25,2016-11-13
CF02344,Donna Bond,Savings,116.23,2019-11-13
CF02345,Cory Hull,Checking,32914.24,2023-02-27
CF02346,Rachel Cannon,Business,1297.17,2019-04-28
CF02347,Kevin Wolfe,Checking,31998.27,2018-09-01
CF02348,Christopher Johnson,Business,6868.64,2022-03-29
CF02349,Victor Andrews,Business,29070.24,2023-04-20
CF02350,Gary Hawkins,Business,27687.77,2021-05-18
CF02351,Philip Allen,Checking,23626.57,2017-07-02
CF02352,Nicole Garner,Savings,40669.21,2020-05-03
CF02353,George Lopez,Business,17522.19,2017-07-09
CF02354,Christopher Gutierrez,Business,16440.27,2018-10-13
CF02355,Tony Soto,Savings,42490.58,2023-02-14
CF02356,Tiffany Trevino,Business,2900.73,2019-06-16
CF02357,Brittany Smith,Business,18914.23,2018-12-05
CF02358,Matthew Wallace,Checking,49937.06,2021-11-20
